price,bedrooms,square_feet,pets_allowed,pets_yes,pets_label
1649.0,1.0,738.0,"Cats,Dogs",True,да
1345.0,1.0,675.0,"Cats,Dogs",True,да
1505.0,1.0,490.0,Cats,True,да
1575.0,1.0,720.0,"Cats,Dogs",True,да
1445.0,1.0,700.0,"Cats,Dogs",True,да
1440.0,2.0,973.0,"Cats,Dogs",True,да
1161.0,1.0,780.0,"Cats,Dogs",True,да
1495.0,1.0,825.0,"Cats,Dogs",True,да
946.0,2.0,720.0,"Cats,Dogs",True,да
1570.0,2.0,582.0,Cats,True,да
950.0,2.0,650.0,"Cats,Dogs",True,да
535.0,1.0,539.0,"Cats,Dogs",True,да
877.0,1.0,1003.0,"Cats,Dogs",True,да
1889.0,1.0,939.0,"Cats,Dogs",True,да
1150.0,1.0,580.0,"Cats,Dogs",True,да
2350.0,5.0,2800.0,Dogs,True,да
1299.0,0.0,350.0,"Cats,Dogs",True,да
1250.0,0.0,228.0,"Cats,Dogs",True,да
825.0,1.0,550.0,Dogs,True,да
675.0,1.0,700.0,"Cats,Dogs",True,да
8500.0,4.0,2613.0,,False,нет
1425.0,1.0,650.0,Cats,True,да
830.0,1.0,727.0,"Cats,Dogs",True,да
1750.0,3.0,2068.0,,False,нет
595.0,1.0,300.0,"Cats,Dogs",True,да
2700.0,4.0,2528.0,"Cats,Dogs",True,да
885.0,1.0,660.0,"Cats,Dogs",True,да
1130.0,0.0,490.0,"Cats,Dogs",True,да
1650.0,2.0,789.0,"Cats,Dogs",True,да
4525.0,3.0,1884.0,,False,нет
625.0,1.0,650.0,"Cats,Dogs",True,да
595.0,1.0,615.0,,False,нет
1370.0,1.0,708.0,"Cats,Dogs",True,да
1675.0,2.0,725.0,"Cats,Dogs",True,да
985.0,1.0,642.0,"Cats,Dogs",True,да
2200.0,2.0,1082.0,"Cats,Dogs",True,да
825.0,1.0,856.0,"Cats,Dogs",True,да
1895.0,3.0,1820.0,"Cats,Dogs",True,да
2047.0,3.0,1851.0,"Cats,Dogs",True,да
1155.0,1.0,697.0,,False,нет
1210.0,3.0,597.0,,False,нет
1554.0,1.0,777.0,,False,нет
1130.0,1.0,792.0,,False,нет
1125.0,1.0,658.0,,False,нет
1391.0,1.0,677.0,"Cats,Dogs",True,да
1050.0,2.0,508.0,,False,нет
2500.0,1.0,724.0,"Cats,Dogs",True,да
2184.0,1.0,835.0,"Cats,Dogs",True,да
1950.0,2.0,975.0,"Cats,Dogs",True,да
2186.0,1.0,843.0,"Cats,Dogs",True,да
930.0,1.0,610.0,,False,нет
999.0,1.0,522.0,"Cats,Dogs",True,да
1650.0,3.0,750.0,"Cats,Dogs",True,да
1545.0,2.0,885.0,,False,нет
1899.0,3.0,1307.0,,False,нет
1950.0,2.0,1070.0,"Cats,Dogs",True,да
2990.0,1.0,794.0,"Cats,Dogs",True,да
2350.0,2.0,1451.0,Cats,True,да
2195.0,2.0,816.0,"Cats,Dogs",True,да
3850.0,4.0,2440.0,,False,нет
2990.0,1.0,661.0,"Cats,Dogs",True,да
6300.0,5.0,2100.0,,False,нет
1230.0,2.0,457.0,,False,нет
1395.0,1.0,500.0,Cats,True,да
2295.0,1.0,332.0,"Cats,Dogs",True,да
1199.0,3.0,1200.0,"Cats,Dogs",True,да
646.0,1.0,656.0,"Cats,Dogs",True,да
895.0,1.0,690.0,,False,нет
884.0,1.0,622.0,,False,нет
640.0,1.0,530.0,"Cats,Dogs",True,да
1756.0,1.0,862.0,"Cats,Dogs",True,да
1900.0,4.0,1150.0,,False,нет
1209.0,1.0,500.0,,False,нет
1568.0,2.0,828.0,Cats,True,да
1180.0,1.0,664.0,"Cats,Dogs",True,да
900.0,2.0,551.0,"Cats,Dogs",True,да
1040.0,2.0,470.0,,False,нет
960.0,3.0,1470.0,"Cats,Dogs",True,да
820.0,2.0,916.0,,False,нет
1440.0,4.0,1832.0,"Cats,Dogs",True,да
1299.0,3.0,1358.0,"Cats,Dogs",True,да
1631.0,2.0,499.0,"Cats,Dogs",True,да
1020.0,1.0,740.0,"Cats,Dogs",True,да
1125.0,1.0,676.0,"Cats,Dogs",True,да
1211.0,1.0,866.0,"Cats,Dogs",True,да
1010.0,2.0,1100.0,,False,нет
1675.0,1.0,682.0,,False,нет
1500.0,3.0,1382.0,"Cats,Dogs",True,да
944.0,2.0,1125.0,"Cats,Dogs",True,да
950.0,3.0,680.0,"Cats,Dogs",True,да
1004.0,2.0,912.0,"Cats,Dogs",True,да
3795.0,1.0,648.0,"Cats,Dogs",True,да
1875.0,1.0,732.0,"Cats,Dogs",True,да
1050.0,2.0,579.0,"Cats,Dogs",True,да
1499.0,3.0,1665.0,"Cats,Dogs",True,да
1495.0,0.0,138.0,,False,нет
791.0,1.0,717.0,"Cats,Dogs",True,да
1417.0,1.0,840.0,Cats,True,да
1109.0,1.0,678.0,"Cats,Dogs",True,да
1695.0,3.0,1542.0,"Cats,Dogs",True,да
2795.0,2.0,900.0,"Cats,Dogs",True,да
950.0,2.0,1500.0,,False,нет
875.0,2.0,950.0,"Cats,Dogs",True,да
2595.0,2.0,1025.0,"Cats,Dogs",True,да
1499.0,2.0,540.0,,False,нет
4500.0,1.0,769.0,Dogs,True,да
1400.0,3.0,1285.0,"Cats,Dogs",True,да
1025.0,1.0,545.0,"Cats,Dogs",True,да
1450.0,2.0,1215.0,"Cats,Dogs",True,да
750.0,1.0,734.0,"Cats,Dogs",True,да
2540.0,2.0,1500.0,"Cats,Dogs",True,да
2600.0,1.0,800.0,,False,нет
1595.0,1.0,642.0,,False,нет
1750.0,1.0,720.0,Cats,True,да
2150.0,3.0,2120.0,"Cats,Dogs",True,да
995.0,3.0,1120.0,"Cats,Dogs",True,да
1265.0,3.0,1800.0,"Cats,Dogs",True,да
1595.0,1.0,700.0,"Cats,Dogs",True,да
695.0,2.0,900.0,,False,нет
825.0,1.0,621.0,,False,нет
1995.0,2.0,1601.0,,False,нет
850.0,0.0,400.0,"Cats,Dogs",True,да
1050.0,2.0,1100.0,"Cats,Dogs",True,да
873.0,1.0,820.0,"Cats,Dogs",True,да
925.0,1.0,670.0,"Cats,Dogs",True,да
1650.0,2.0,1200.0,"Cats,Dogs",True,да
989.0,1.0,791.0,,False,нет
605.0,1.0,717.0,"Cats,Dogs",True,да
1285.0,2.0,850.0,"Cats,Dogs",True,да
1400.0,0.0,355.0,"Cats,Dogs",True,да
1595.0,1.0,600.0,"Cats,Dogs",True,да
1195.0,1.0,650.0,,False,нет
1600.0,1.0,877.0,,False,нет
1656.0,1.0,705.0,,False,нет
1035.0,1.0,766.0,,False,нет
972.0,1.0,892.0,,False,нет
1027.0,1.0,677.0,,False,нет
1350.0,0.0,500.0,,False,нет
1035.0,1.0,660.0,,False,нет
2017.0,1.0,671.0,"Cats,Dogs",True,да
800.0,2.0,430.0,,False,нет
1065.0,1.0,1145.0,"Cats,Dogs",True,да
897.0,2.0,450.0,,False,нет
1739.0,2.0,1438.0,,False,нет
1250.0,2.0,552.0,"Cats,Dogs",True,да
2800.0,3.0,2232.0,"Cats,Dogs",True,да
2350.0,3.0,1857.0,"Cats,Dogs",True,да
2000.0,3.0,1198.0,"Cats,Dogs",True,да
795.0,1.0,737.0,"Cats,Dogs",True,да
1280.0,1.0,700.0,"Cats,Dogs",True,да
2199.0,2.0,764.0,Cats,True,да
1050.0,1.0,362.0,"Cats,Dogs",True,да
2800.0,1.0,850.0,,False,нет
1730.0,1.0,606.0,"Cats,Dogs",True,да
900.0,1.0,677.0,"Cats,Dogs",True,да
955.0,1.0,625.0,"Cats,Dogs",True,да
1600.0,2.0,1400.0,"Cats,Dogs",True,да
1125.0,1.0,642.0,"Cats,Dogs",True,да
2499.0,2.0,1590.0,,False,нет
2400.0,4.0,2516.0,,False,нет
2640.0,1.0,600.0,"Cats,Dogs",True,да
3388.0,1.0,960.0,,False,нет
1990.0,2.0,900.0,Cats,True,да
1399.0,3.0,1713.0,"Cats,Dogs",True,да
1599.0,3.0,1413.0,"Cats,Dogs",True,да
809.0,1.0,653.0,"Cats,Dogs",True,да
1399.0,4.0,1633.0,"Cats,Dogs",True,да
1489.0,1.0,940.0,"Cats,Dogs",True,да
690.0,1.0,730.0,"Cats,Dogs",True,да
937.0,1.0,752.0,"Cats,Dogs",True,да
740.0,1.0,750.0,"Cats,Dogs",True,да
565.0,2.0,900.0,"Cats,Dogs",True,да
1009.0,1.0,826.0,"Cats,Dogs",True,да
1565.0,2.0,921.0,"Cats,Dogs",True,да
700.0,2.0,748.0,"Cats,Dogs",True,да
725.0,2.0,800.0,,False,нет
960.0,3.0,1050.0,Cats,True,да
850.0,1.0,273.0,"Cats,Dogs",True,да
725.0,1.0,600.0,"Cats,Dogs",True,да
800.0,3.0,500.0,"Cats,Dogs",True,да
600.0,1.0,660.0,"Cats,Dogs",True,да
386.0,1.0,375.0,"Cats,Dogs",True,да
850.0,2.0,1067.0,"Cats,Dogs",True,да
799.0,0.0,375.0,,False,нет
750.0,2.0,550.0,"Cats,Dogs",True,да
799.0,1.0,400.0,,False,нет
1525.0,4.0,1868.0,"Cats,Dogs",True,да
2010.0,2.0,930.0,,False,нет
1245.0,2.0,530.0,"Cats,Dogs",True,да
1070.0,1.0,800.0,"Cats,Dogs",True,да
1450.0,1.0,510.0,"Cats,Dogs",True,да
1360.0,1.0,624.0,"Cats,Dogs",True,да
720.0,1.0,600.0,"Cats,Dogs",True,да
820.0,1.0,460.0,"Cats,Dogs",True,да
1200.0,2.0,350.0,Cats,True,да
895.0,1.0,606.0,"Cats,Dogs",True,да
955.0,2.0,380.0,Cats,True,да
1250.0,2.0,1025.0,"Cats,Dogs",True,да
1397.0,2.0,913.0,"Cats,Dogs",True,да
1030.0,2.0,745.0,"Cats,Dogs",True,да
902.0,1.0,384.0,"Cats,Dogs",True,да
1212.0,1.0,723.0,"Cats,Dogs",True,да
1450.0,2.0,410.0,"Cats,Dogs",True,да
938.0,1.0,688.0,"Cats,Dogs",True,да
3095.0,1.0,432.0,"Cats,Dogs",True,да
1326.0,1.0,580.0,"Cats,Dogs",True,да
1034.0,1.0,651.0,"Cats,Dogs",True,да
635.0,3.0,520.0,"Cats,Dogs",True,да
1675.0,1.0,967.0,"Cats,Dogs",True,да
1538.0,2.0,481.0,"Cats,Dogs",True,да
1410.0,1.0,651.0,"Cats,Dogs",True,да
941.0,1.0,627.0,"Cats,Dogs",True,да
1365.0,1.0,617.0,"Cats,Dogs",True,да
1012.0,1.0,646.0,,False,нет
959.0,1.0,774.0,,False,нет
1192.0,1.0,593.0,,False,нет
2095.0,1.0,798.0,"Cats,Dogs",True,да
1100.0,2.0,812.0,,False,нет
1095.0,0.0,231.0,Cats,True,да
1350.0,1.0,557.0,,False,нет
1210.0,1.0,1166.0,"Cats,Dogs",True,да
965.0,1.0,700.0,"Cats,Dogs",True,да
750.0,1.0,750.0,Cats,True,да
1785.0,1.0,800.0,"Cats,Dogs",True,да
925.0,1.0,500.0,"Cats,Dogs",True,да
1950.0,2.0,1100.0,"Cats,Dogs",True,да
1895.0,3.0,1100.0,"Cats,Dogs",True,да
2095.0,1.0,700.0,,False,нет
2350.0,2.0,700.0,,False,нет
1695.0,3.0,1406.0,,False,нет
625.0,2.0,800.0,,False,нет
1375.0,3.0,1347.0,"Cats,Dogs",True,да
2600.0,4.0,3200.0,,False,нет
1290.0,1.0,559.0,,False,нет
1695.0,3.0,1525.0,"Cats,Dogs",True,да
595.0,2.0,850.0,"Cats,Dogs",True,да
545.0,2.0,550.0,"Cats,Dogs",True,да
1786.0,1.0,650.0,,False,нет
1200.0,1.0,640.0,,False,нет
915.0,1.0,696.0,,False,нет
1258.0,2.0,531.0,,False,нет
1250.0,3.0,1348.0,,False,нет
2035.0,1.0,953.0,"Cats,Dogs",True,да
1041.0,3.0,450.0,,False,нет
1740.0,1.0,931.0,,False,нет
1231.0,1.0,652.0,,False,нет
1095.0,4.0,1584.0,"Cats,Dogs",True,да
1299.0,0.0,243.0,"Cats,Dogs",True,да
1789.0,1.0,678.0,"Cats,Dogs",True,да
1040.0,2.0,700.0,,False,нет
785.0,2.0,1200.0,"Cats,Dogs",True,да
1002.0,1.0,878.0,,False,нет
2395.0,5.0,4614.0,"Cats,Dogs",True,да
4800.0,2.0,1390.0,"Cats,Dogs",True,да
900.0,2.0,1050.0,Dogs,True,да
1743.0,1.0,1130.0,,False,нет
1028.0,1.0,542.0,,False,нет
950.0,1.0,500.0,Cats,True,да
840.0,1.0,700.0,"Cats,Dogs",True,да
1950.0,1.0,1055.0,Cats,True,да
826.0,1.0,920.0,Cats,True,да
1599.0,3.0,1904.0,"Cats,Dogs",True,да
5000.0,1.0,914.0,"Cats,Dogs",True,да
875.0,1.0,669.0,"Cats,Dogs",True,да
578.0,2.0,901.0,"Cats,Dogs",True,да
650.0,2.0,955.0,"Cats,Dogs",True,да
1625.0,4.0,1684.0,"Cats,Dogs",True,да
600.0,2.0,420.0,,False,нет
740.0,1.0,600.0,,False,нет
550.0,3.0,470.0,"Cats,Dogs",True,да
540.0,1.0,385.0,,False,нет
830.0,1.0,525.0,,False,нет
1438.0,2.0,837.0,"Cats,Dogs",True,да
1418.0,2.0,931.0,"Cats,Dogs",True,да
2075.0,1.0,565.0,,False,нет
450.0,1.0,560.0,"Cats,Dogs",True,да
720.0,1.0,673.0,,False,нет
1099.0,1.0,685.0,,False,нет
539.0,2.0,815.0,"Cats,Dogs",True,да
1575.0,4.0,2064.0,"Cats,Dogs",True,да
1299.0,3.0,1728.0,"Cats,Dogs",True,да
1525.0,3.0,1835.0,"Cats,Dogs",True,да
875.0,2.0,867.0,"Cats,Dogs",True,да
757.0,1.0,520.0,"Cats,Dogs",True,да
975.0,1.0,528.0,,False,нет
815.0,1.0,592.0,"Cats,Dogs",True,да
1274.0,2.0,984.0,,False,нет
1230.0,2.0,900.0,"Cats,Dogs",True,да
940.0,1.0,806.0,Cats,True,да
1350.0,1.0,477.0,,False,нет
734.0,1.0,758.0,"Cats,Dogs",True,да
775.0,1.0,637.0,Cats,True,да
1400.0,1.0,678.0,"Cats,Dogs",True,да
1263.0,1.0,630.0,"Cats,Dogs",True,да
910.0,1.0,644.0,"Cats,Dogs",True,да
1889.0,3.0,561.0,"Cats,Dogs",True,да
1025.0,1.0,566.0,"Cats,Dogs",True,да
2749.0,1.0,519.0,"Cats,Dogs",True,да
1355.0,2.0,663.0,"Cats,Dogs",True,да
1710.0,1.0,805.0,,False,нет
2015.0,1.0,782.0,"Cats,Dogs",True,да
1152.0,1.0,861.0,,False,нет
2044.0,3.0,977.0,"Cats,Dogs",True,да
1315.0,1.0,820.0,"Cats,Dogs",True,да
1150.0,0.0,525.0,"Cats,Dogs",True,да
950.0,1.0,826.0,Cats,True,да
1089.0,1.0,670.0,"Cats,Dogs",True,да
1029.0,1.0,759.0,"Cats,Dogs",True,да
2200.0,4.0,1536.0,,False,нет
2899.0,2.0,1126.0,"Cats,Dogs",True,да
1350.0,1.0,508.0,"Cats,Dogs",True,да
3495.0,3.0,1675.0,"Cats,Dogs",True,да
1295.0,1.0,497.0,Cats,True,да
3300.0,2.0,1302.0,,False,нет
1900.0,3.0,2500.0,"Cats,Dogs",True,да
1780.0,1.0,520.0,,False,нет
1495.0,4.0,1715.0,,False,нет
1795.0,2.0,900.0,Cats,True,да
925.0,1.0,600.0,,False,нет
1995.0,2.0,500.0,Cats,True,да
1995.0,2.0,1150.0,"Cats,Dogs",True,да
565.0,2.0,915.0,,False,нет
1795.0,1.0,710.0,"Cats,Dogs",True,да
925.0,0.0,400.0,Dogs,True,да
965.0,1.0,605.0,"Cats,Dogs",True,да
1945.0,3.0,1089.0,"Cats,Dogs",True,да
1095.0,1.0,644.0,,False,нет
1399.0,3.0,1372.0,"Cats,Dogs",True,да
1009.0,2.0,1138.0,"Cats,Dogs",True,да
1995.0,2.0,1245.0,"Cats,Dogs",True,да
1125.0,1.0,600.0,,False,нет
1185.0,1.0,686.0,,False,нет
890.0,1.0,550.0,,False,нет
2050.0,3.0,936.0,"Cats,Dogs",True,да
1126.0,1.0,582.0,,False,нет
1080.0,1.0,647.0,,False,нет
1060.0,1.0,693.0,,False,нет
1100.0,1.0,634.0,,False,нет
1246.0,2.0,352.0,,False,нет
1225.0,1.0,620.0,,False,нет
905.0,1.0,600.0,,False,нет
2050.0,3.0,1700.0,,False,нет
1825.0,4.0,2239.0,"Cats,Dogs",True,да
1499.0,1.0,636.0,Cats,True,да
959.0,1.0,793.0,,False,нет
9000.0,7.0,4355.0,,False,нет
670.0,3.0,565.0,"Cats,Dogs",True,да
1050.0,1.0,700.0,,False,нет
565.0,2.0,850.0,,False,нет
1850.0,1.0,900.0,"Cats,Dogs",True,да
1039.0,1.0,775.0,"Cats,Dogs",True,да
3100.0,1.0,857.0,"Cats,Dogs",True,да
1677.0,1.0,723.0,,False,нет
1599.0,3.0,1445.0,"Cats,Dogs",True,да
1242.0,2.0,400.0,"Cats,Dogs",True,да
1755.0,2.0,941.0,"Cats,Dogs",True,да
900.0,1.0,250.0,,False,нет
1295.0,1.0,536.0,"Cats,Dogs",True,да
770.0,1.0,450.0,"Cats,Dogs",True,да
1300.0,2.0,900.0,"Cats,Dogs",True,да
775.0,2.0,1035.0,"Cats,Dogs",True,да
1200.0,1.0,603.0,"Cats,Dogs",True,да
930.0,2.0,523.0,,False,нет
1000.0,2.0,800.0,"Cats,Dogs",True,да
600.0,1.0,500.0,"Cats,Dogs",True,да
825.0,2.0,456.0,"Cats,Dogs",True,да
690.0,1.0,750.0,"Cats,Dogs",True,да
1797.0,3.0,905.0,,False,нет
1199.0,2.0,895.0,"Cats,Dogs",True,да
1499.0,4.0,2012.0,"Cats,Dogs",True,да
1285.0,1.0,960.0,Cats,True,да
1338.0,3.0,1022.0,"Cats,Dogs",True,да
1290.0,2.0,536.0,"Cats,Dogs",True,да
2900.0,2.0,1100.0,,False,нет
1295.0,1.0,533.0,"Cats,Dogs",True,да
1445.0,1.0,833.0,"Cats,Dogs",True,да
790.0,1.0,720.0,Cats,True,да
980.0,1.0,797.0,"Cats,Dogs",True,да
811.0,1.0,665.0,"Cats,Dogs",True,да
779.0,1.0,705.0,"Cats,Dogs",True,да
780.0,1.0,620.0,"Cats,Dogs",True,да
1099.0,1.0,540.0,"Cats,Dogs",True,да
1275.0,3.0,2032.0,"Cats,Dogs",True,да
1222.0,2.0,310.0,,False,нет
1305.0,2.0,500.0,,False,нет
1937.0,1.0,695.0,Cats,True,да
1672.0,1.0,640.0,Cats,True,да
1141.0,1.0,596.0,Cats,True,да
2145.0,2.0,622.0,"Cats,Dogs",True,да
1370.0,1.0,820.0,"Cats,Dogs",True,да
1061.0,2.0,489.0,"Cats,Dogs",True,да
2465.0,1.0,685.0,"Cats,Dogs",True,да
1249.0,4.0,1600.0,"Cats,Dogs",True,да
1899.0,4.0,1962.0,"Cats,Dogs",True,да
2040.0,2.0,975.0,Cats,True,да
1225.0,2.0,995.0,,False,нет
1060.0,1.0,1003.0,Cats,True,да
1261.0,1.0,643.0,"Cats,Dogs",True,да
932.0,1.0,675.0,"Cats,Dogs",True,да
1900.0,3.0,1911.0,"Cats,Dogs",True,да
2977.0,2.0,1031.0,"Cats,Dogs",True,да
1275.0,2.0,700.0,Cats,True,да
1499.0,2.0,1000.0,"Cats,Dogs",True,да
1599.0,3.0,1705.0,"Cats,Dogs",True,да
880.0,1.0,520.0,"Cats,Dogs",True,да
4500.0,3.0,2100.0,,False,нет
1345.0,0.0,600.0,,False,нет
1295.0,1.0,640.0,"Cats,Dogs",True,да
725.0,2.0,850.0,,False,нет
1845.0,2.0,861.0,,False,нет
2000.0,3.0,2000.0,"Cats,Dogs",True,да
1750.0,4.0,1980.0,Dogs,True,да
1449.0,1.0,605.0,"Cats,Dogs",True,да
1270.0,2.0,441.0,"Cats,Dogs",True,да
1235.0,2.0,1080.0,"Cats,Dogs",True,да
960.0,1.0,593.0,"Cats,Dogs",True,да
1500.0,1.0,850.0,,False,нет
2895.0,3.0,1562.0,"Cats,Dogs",True,да
920.0,2.0,960.0,,False,нет
685.0,1.0,640.0,,False,нет
1860.0,1.0,672.0,"Cats,Dogs",True,да
2290.0,1.0,789.0,"Cats,Dogs",True,да
1668.0,1.0,592.0,,False,нет
1350.0,2.0,1207.0,"Cats,Dogs",True,да
1250.0,1.0,538.0,"Cats,Dogs",True,да
1925.0,2.0,875.0,"Cats,Dogs",True,да
1525.0,1.0,790.0,"Cats,Dogs",True,да
1595.0,4.0,1738.0,"Cats,Dogs",True,да
1176.0,1.0,608.0,,False,нет
926.0,1.0,481.0,,False,нет
1635.0,3.0,949.0,"Cats,Dogs",True,да
1275.0,1.0,625.0,,False,нет
2145.0,3.0,1440.0,,False,нет
1483.0,1.0,650.0,,False,нет
1735.0,1.0,819.0,"Cats,Dogs",True,да
1499.0,3.0,1110.0,"Cats,Dogs",True,да
1399.0,1.0,790.0,,False,нет
1395.0,3.0,1400.0,,False,нет
1686.0,1.0,847.0,"Cats,Dogs",True,да
1149.0,2.0,994.0,,False,нет
1000.0,2.0,815.0,,False,нет
919.0,1.0,815.0,"Cats,Dogs",True,да
7400.0,5.0,1170.0,,False,нет
1000.0,1.0,690.0,,False,нет
895.0,1.0,447.0,,False,нет
825.0,1.0,578.0,"Cats,Dogs",True,да
1650.0,3.0,1384.0,"Cats,Dogs",True,да
3175.0,4.0,1500.0,,False,нет
5995.0,2.0,1300.0,"Cats,Dogs",True,да
1150.0,2.0,950.0,,False,нет
1795.0,4.0,3208.0,,False,нет
